n_cells,path_km,duration_min,avg_path_danger,max_path_danger,danger_removed,coverage_km2,path_str
3,17.071,30.0,1.114464,1.156763,1.344144,75.0,"22,33;22,34;21,34"
3,17.071,30.0,1.008991,1.121924,1.344102,75.0,"22,33;22,32;23,33"
3,17.071,30.0,0.883813,1.048089,1.344123,75.0,"22,33;22,32;21,33"
3,17.071,30.0,1.017508,1.147473,1.344082,75.0,"22,33;22,32;23,32"
3,17.071,30.0,0.84442,1.048089,1.344123,75.0,"22,33;22,32;21,32"
3,17.071,30.0,1.108925,1.156763,1.344123,75.0,"22,33;23,33;22,34"
3,17.071,30.0,1.008991,1.121924,1.344102,75.0,"22,33;23,33;22,32"
3,17.071,30.0,1.095975,1.121924,1.344103,75.0,"22,33;23,33;23,34"
3,17.071,30.0,1.105828,1.147473,1.344082,75.0,"22,33;23,33;23,32"
3,17.071,30.0,0.983746,1.156763,1.344144,75.0,"22,33;21,33;22,34"
3,17.071,30.0,0.883813,1.048089,1.344123,75.0,"22,33;21,33;22,32"
3,17.071,30.0,0.977672,1.13854,1.344144,75.0,"22,33;21,33;21,34"
3,17.071,30.0,0.807562,1.048089,1.344144,75.0,"22,33;21,33;21,32"
3,17.071,30.0,1.537547,1.543242,1.344144,75.0,"14,20;15,21;15,20"
3,17.071,30.0,1.532216,1.541831,1.344144,75.0,"14,20;15,21;14,21"
3,17.071,30.0,1.543571,1.54564,1.344144,75.0,"14,20;15,19;15,20"
3,17.071,30.0,1.546312,1.551465,1.344144,75.0,"14,20;15,19;14,19"
3,17.071,30.0,1.522915,1.541831,1.344144,75.0,"14,20;13,21;13,20"
3,17.071,30.0,1.525271,1.541831,1.344144,75.0,"14,20;13,21;14,21"
3,17.071,30.0,1.533491,1.541831,1.344144,75.0,"14,20;13,19;13,20"
3,17.071,30.0,1.54392,1.551465,1.344144,75.0,"14,20;13,19;14,19"
3,17.071,30.0,1.537441,1.543242,1.344144,75.0,"14,20;14,21;15,20"
3,17.071,30.0,1.529753,1.541831,1.344144,75.0,"14,20;14,21;13,20"
3,17.071,30.0,1.532216,1.541831,1.344144,75.0,"14,20;14,21;15,21"
3,17.071,30.0,1.525271,1.541831,1.344144,75.0,"14,20;14,21;13,21"
3,17.071,30.0,1.545513,1.551465,1.344144,75.0,"14,20;14,19;15,20"
3,17.071,30.0,1.537825,1.551465,1.344144,75.0,"14,20;14,19;13,20"
3,17.071,30.0,1.546312,1.551465,1.344144,75.0,"14,20;14,19;15,19"
3,17.071,30.0,1.54392,1.551465,1.344144,75.0,"14,20;14,19;13,19"
3,17.071,30.0,1.537441,1.543242,1.344144,75.0,"14,20;15,20;14,21"
3,17.071,30.0,1.545513,1.551465,1.344144,75.0,"14,20;15,20;14,19"
3,17.071,30.0,1.537547,1.543242,1.344144,75.0,"14,20;15,20;15,21"
3,17.071,30.0,1.543571,1.54564,1.344144,75.0,"14,20;15,20;15,19"
3,17.071,30.0,1.529753,1.541831,1.344144,75.0,"14,20;13,20;14,21"
3,17.071,30.0,1.537825,1.551465,1.344144,75.0,"14,20;13,20;14,19"
3,17.071,30.0,1.522915,1.541831,1.344144,75.0,"14,20;13,20;13,21"
3,17.071,30.0,1.533491,1.541831,1.344144,75.0,"14,20;13,20;13,19"
3,17.071,30.0,1.014756,1.055435,1.344144,75.0,"10,59;11,60;11,59"
3,17.071,30.0,1.025323,1.055435,1.344144,75.0,"10,59;11,60;10,60"
3,17.071,30.0,0.981759,1.012931,1.344144,75.0,"10,59;11,58;11,59"
3,17.071,30.0,0.984124,1.020025,1.344144,75.0,"10,59;11,58;10,58"
3,17.071,30.0,1.094602,1.161101,1.344144,75.0,"10,59;9,60;9,59"
3,17.071,30.0,1.060545,1.161101,1.344144,75.0,"10,59;9,60;10,60"
3,17.071,30.0,1.116156,1.225765,1.344144,75.0,"10,59;9,58;9,59"
3,17.071,30.0,1.073897,1.225765,1.344144,75.0,"10,59;9,58;10,58"
3,17.071,30.0,1.011155,1.044632,1.344144,75.0,"10,59;10,60;11,59"
3,17.071,30.0,1.055778,1.146802,1.344144,75.0,"10,59;10,60;9,59"
3,17.071,30.0,1.025323,1.055435,1.344144,75.0,"10,59;10,60;11,60"
3,17.071,30.0,1.060545,1.161101,1.344144,75.0,"10,59;10,60;9,60"
3,17.071,30.0,1.002953,1.020025,1.344144,75.0,"10,59;10,58;11,59"
3,17.071,30.0,1.047576,1.146802,1.344144,75.0,"10,59;10,58;9,59"
3,17.071,30.0,0.984124,1.020025,1.344144,75.0,"10,59;10,58;11,58"
3,17.071,30.0,1.073897,1.225765,1.344144,75.0,"10,59;10,58;9,58"
3,17.071,30.0,1.011155,1.044632,1.344144,75.0,"10,59;11,59;10,60"
3,17.071,30.0,1.002953,1.020025,1.344144,75.0,"10,59;11,59;10,58"
3,17.071,30.0,1.014756,1.055435,1.344144,75.0,"10,59;11,59;11,60"
3,17.071,30.0,0.981759,1.012931,1.344144,75.0,"10,59;11,59;11,58"
3,17.071,30.0,1.055778,1.146802,1.344144,75.0,"10,59;9,59;10,60"
3,17.071,30.0,1.047576,1.146802,1.344144,75.0,"10,59;9,59;10,58"
3,17.071,30.0,1.094602,1.161101,1.344144,75.0,"10,59;9,59;9,60"
3,17.071,30.0,1.116156,1.225765,1.344144,75.0,"10,59;9,59;9,58"
3,17.071,30.0,1.156486,1.183324,1.344144,75.0,"10,50;11,51;11,50"
3,17.071,30.0,1.152515,1.171414,1.344144,75.0,"10,50;11,51;10,51"
3,17.071,30.0,1.167019,1.198602,1.344144,75.0,"10,50;11,49;11,50"
3,17.071,30.0,1.166804,1.198602,1.344144,75.0,"10,50;11,49;10,49"
3,17.071,30.0,1.170552,1.23539,1.344144,75.0,"10,50;9,51;9,50"
3,17.071,30.0,1.149226,1.171414,1.344144,75.0,"10,50;9,51;10,51"
3,17.071,30.0,1.219672,1.304494,1.344144,75.0,"10,50;9,49;9,50"
3,17.071,30.0,1.202102,1.304494,1.344144,75.0,"10,50;9,49;10,49"
