row,col,northing_km,easting_km,fire_norm,poacher_norm,danger,removed,residual,has_stationary_person,has_patrol_person,has_camera,has_drone
5,34,-32.54,10.22,0.12743708885825417,0.7304897826015521,0.8579268714598063,0.60476737717726,0.25315949428254625,0,0,0,0
5,35,-32.54,15.22,0.05262126986279554,0.7387483185942957,0.7913695884570913,0.7140539204883042,0.07731566796878708,0,0,0,0
5,36,-32.54,20.22,0.050134313115218807,0.7306054053949443,0.7807397185101631,0.7807397185101631,0.0,0,0,0,0
5,37,-32.54,25.22,0.129838386062815,0.7119426707414692,0.8417810568042843,0.8417810568042843,0.0,0,0,0,0
5,38,-32.54,30.22,0.23074925796979098,0.6897356979502386,0.9204849559200295,0.9204849559200295,0.0,0,0,0,0
5,39,-32.54,35.22,0.27823377099544644,0.6679366140497215,0.9461703850451679,0.9461703850451679,0.0,0,0,0,0
5,40,-32.54,40.22,0.2585582149129884,0.6484979019908963,0.9070561169038847,0.9070561169038847,0.0,0,0,0,0
5,41,-32.54,45.22,0.2124089180948432,0.6261251018412551,0.8385340199360983,0.8385340199360983,0.0,0,0,0,0
5,42,-32.54,50.22,0.18982416782464803,0.603183250453171,0.7930074182778191,0.7930074182778191,0.0,0,0,0,0
5,43,-32.54,55.22,0.204836132078081,0.5813877948468653,0.7862239269249462,0.7862239269249462,0.0,0,0,0,0
5,44,-32.54,60.22,0.19616102502425006,0.5604679704761696,0.7566289955004196,0.7566289955004196,0.0,0,0,0,0
5,45,-32.54,65.22,0.2643305631327121,0.5405340600668723,0.8048646231995844,0.8048646231995844,0.0,0,0,0,0
5,46,-32.54,70.22,0.23987117968140995,0.5222531673131287,0.7621243469945386,0.7621243469945386,0.0,0,0,0,0
5,47,-32.54,75.22,0.21554191925242647,0.5066964242774226,0.7222383435298491,0.7222383435298491,0.0,0,0,0,0
5,48,-32.54,80.22,0.2921397830235387,0.4950121477903252,0.7871519308138639,0.7871519308138639,0.0,0,0,0,0
5,49,-32.54,85.22,0.33649930784372845,0.4881599999665982,0.8246593078103266,0.8246593078103266,0.0,0,0,0,0
5,50,-32.54,90.22,0.35526073564939653,0.4863068393269948,0.8415675749763913,0.8415675749763913,0.0,0,0,0,0
5,51,-32.54,95.22,0.37708649425058577,0.4808070263052855,0.8578935205558713,0.8578935205558713,0.0,0,0,0,0
5,52,-32.54,100.22,0.4335527987148466,0.4700885087933739,0.9036413075082205,0.9036413075082205,0.0,0,0,0,0
5,53,-32.54,105.22,0.4691343050601927,0.46636619412306657,0.9355004991832593,0.9301115228685111,0.005388976314748217,0,0,0,0
5,54,-32.54,110.22,0.4442345218276926,0.4709221494889415,0.9151566713166341,0.8508124545015608,0.0643442168150733,0,0,0,0
5,55,-32.54,115.22,0.27668421419728656,0.480244473342809,0.7569286875400956,0.7053693292374337,0.051559358302661895,0,0,0,0
5,56,-32.54,120.22,0.16752550043516884,0.492607224163926,0.6601327245990949,0.5751775195128956,0.08495520508619925,0,0,0,0
6,1,-27.54,-154.78,0.023214995042822272,0.25627021670576594,0.2794852117485882,0.2794852117485882,0.0,0,0,0,0
6,2,-27.54,-149.78,0.03510615301531585,0.27587922284952165,0.3109853758648375,0.3109853758648375,0.0,0,0,0,0
6,3,-27.54,-144.78,0.03334732889300782,0.3035830471950793,0.3369303760880871,0.3369303760880871,0.0,0,0,0,0
6,4,-27.54,-139.78,0.027803336802617453,0.33285386873399025,0.3606572055366077,0.3606572055366077,0.0,0,0,0,0
6,5,-27.54,-134.78,0.022154613496048116,0.3616549427284705,0.3838095562245186,0.3838095562245186,0.0,0,0,0,0
